,0
OIL COVERED THE WINDSHIELD AFTER TAKEOFF  RETURNED  AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY  OIL FILLER CAP LOOSE ,1
"TOOK OFF WITHOUT SLATS AND FLAPS EXTENDED  STRUCK LIGHT POLE,CRASHED AND BURNED  TAKEOFF WARNING SYSTEM INOPERATIVE",1
AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT  INSTRUMENT PANEL LIGHTS WERE TURNED OFF ,1
THE NOSE WHEEL FAILED TO EXTEND   THE AIRCRAFT LANDED ON THE MAIN GEAR   WHEEL JAMMED IN DISCONNECTED GEAR DOORS ,1
UNABLE TO ROTATE ON TAKEOFF AND OVERRAN THE DEPARTURE END OF THE RUNWAY  INCORRECT CONTROL LOCK IN YOKE ,1
LEFT ENGINE DEVELOPED AN OIL LEAK AFTER LIFTOFF   RETURNED   OIL CAP WAS NOT PROPERLY SECURED ,1
MECHANIC TAXIING 7 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N1AW  HAD FAILED TO USE BACKUP SYSTEM ,1
OVER INFLATED TAIL WHEEL STRUT CAUSED PILOT TO LOSE CONTROL WHEN IT BROKE OFF ON LANDING IN A CROSSWIND SIDE LOAD ,1
PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY  FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP ,1
"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED  APPEARS PILOT ERROR ",1
UNABLE TO STAY AIRBORNE ON TAKEOFF  ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN  MAG SWITCH ON ONE MAG ,1
SMOKE FROM ENGINES AFTER TAKEOFF  RETURNED  OIL FILLER CAPS WERE NOT SECURED ,1
THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING  SOME WATER WAS FOUND IN THE AUTO GAS ,1
THE AIRCRAFT RAN OFF THE END OF THE RUNWAY DURING ABORT   THE PILOT FAILED TO USE FLAPS FOR TAKEOFF ,1
UPPER COWLING BECAME LOOSE ON CLIMBOUT  RETURNING TO AIRPORT AIRCRAFT STALLED  IMPACTED TERRAIN NEXT TO THE RUNWAY ,1
THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT   CARGO DOOR UNLATCHED   WARNING LIGHT INOP ,1
THE AIRCRAFT DESCENDED INTO TREES DURING AN ATTEMPTED GO AROUND  THE PILOT RETRACTED THE FLAPS TOO EARLY ,1
HELICOPTER IMPACTED GROUND AND ROLLED OVER AFTER LOSS OF TAIL ROTOR CONTROL  PRIOR DAMAGE IGNORED  NO AIRWORTHINESS,1
INITIAL CLIMB  RIGHT TURN  UNABLE TO GET WING UP  HIT WATER  ROLLED OVER  SANK  SUSPECT WATER IN WING  LEAKY FLOATS,1
"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES  PILOT USED UNAUTHOURIZED PROCEDURE ",1
APU CAUGHT FIRE DURING START  APU PLACARDED EXCEPT FOR START SWITCH  APU WAS INOPERATIVE DEFERRED IN LOGS ,1
SHUT DOWN LEFT ENGINE DUE TO FUEL FLOW PROBLEM AFTER TAKEOFF   RIGHT ENGINE QUIT SHORTLY AFTER ,1
THE ENGINE FAILED   THE AIRCRAFT FLIPPED OVER ON LANDING   WATER WAS FOUND IN ONE CYLINDER ,1
PILOT LEFT BOOST PUMP ON HIGH DURING TAXI   FIRE ERUPTED   FUEL DRAIN LINE WAS PUSHED UP INSIDE COWLING ,1
BOTH ENGINES FLAMED OUT WHILE DESCENDING THROUGH CLOUDS  INLET HEAT NO ON  BOTH ENGINES WERE RESTARTED ,1
SAW ENGINE OIL LEAK  RETURNED TO FIELD  DISCOVERED OIL CAP LOOSE  REPLACED CAP AND RESUMED FLIGHT  PILOT COUNSELLED,1
THE AIRCRAFT NOSED OVER ON TAKEOFF  THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF,1
ENGINE QUIT ON TAKEOFF  CRASH LANDED OFF END OF RUNWAY  PILOT ACCIDENTALLY HIT KILLSWITCH PLACED CLOSE TO THE YOKE ,1
TAXIING AT HIGH STEEP PILOT VEERED OFF TAXIWAY INTO THE GRASS  BECAME STUCK IN THE MUD  BLAMED SEAT SLIPPED BACK ,1
TAIL ROTOR ASSEMBLY BROKE OFF IN FLIGHT WHEN IT WAS STRUCK BY A HELMET FLIGHT BAG BLOWN OUT OF COCKPIT ,1
ELECTRICAL POWER LOSS  MAGS NOT ON TOWER CHECKED GEAR WAS UP  LANDED GEAR UP  EMERGENCY EXTENSION OPERATED NORMAL ,1
THE GEAR RETRACTED AFTER LANDING  GEAR LIGHT OUT OF ADJUSTMENT  PILOT FAILED TO ENSURE HANDLE WAS POSITIVELY LOCKED,1
INDICATES PILOT DID NOT TURN ON ENGINE ANTI ICE PRIOR TO ICING  LOST BOTH ENGINES  WAS ABLE TO RESTART AND RETURN ,1
LOSS OF OIL QUANTITY NR3 ENGINE EN ROUTE DUE TO OIL CAP LOOSE  SHUT DOWN ENGINE  LANDED OK  NO ENGINE DAMAGE ,1
NUMBER 2 ENGINE LEFT CORE COWL SEPARATED ON TAKEOFF DUE TO IMPROPER INSTALLATION  CREATED RUNWAY HAZARD ,1
RIGHT ENGINE COWLING LOOSE  DIVERTED TO PORTLAND SECURED COWLING LOCKS AND DEPARTED ,1
APPEARS LEFT TANK RAN DRY  UNFASTENED BELT TO TURN VALVE TO FULL TANK   SELECTOR JAMMED  LOST CONTROL OF AIRCRAFT ,1
FALSE ENGINE FIRE WARNING DUE TO WATER ON MONITOR CONNECTORS  WATER ENTERED UNDER LOOSE UPPER COWL CRACKED COWL RIB,1
LOST OVERHEAD EMERGENCY DOOR ON TAKEOFF ROLL  DID NOT CHECK IT FOR SECURITY ,1
PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS  ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE ,1
UNABLE TO RETRACT NOSE GEAR ON TAKEOFF CLIMB  RETURNED  FOUND NOSE GEAR SAFETY PIN HAD NOT BEEN REMOVED ,1
HIT POWERLINES ON A PRECAUTIONARY LANDING  FUEL BOOST WARNING LIGHT ON  IMPACTED GROUND  GENERATOR SWITCH WAS OFF ,1
PICKED UP TO A HOVER WHEN HELICOPTER PITCHED UP  LOST CONTROL AND CRASHED  ICED CONTROL SERVOS  AD NOT COMPLIED ,1
BOTH ENGINES FLAMED OUT ON TOUCHDOWN  HAD ENTERED ICING CONDITIONS ON APPROACH WITHOUT ENGINE INTAKE HEAT ON ,1
LEFT ENGINE FLAME OUT  RETURNED TO AIRPORT  FOUND OIL FILL DIPSTICK PROTRUDING FROM FILLER NECK  ENGINE OUT OF OIL ,1
UNABLE RETRACT NOSE GEAR ON CLIMBOUT  RETURNED  GROUND CREW HAD INSTALLED EXTRA NON STANDARD GEAR PIN  OVERLOOKED ,1
LOST DIRECTIONAL CONTROL ON ROLLOUT DUE TO AN INOPERATIVE LEFT BRAKE  FOUND HYDRAULIC FLUID ON LEFT MAIN GEAR ,1
OVERHEATED ENGINE  PRECAUTIONARY LANDING ON DIRT ROAD  BOUNCED  HIT A CATTLE GUARD AND GATE  OIL DIPSTICK MISSING ,1
BOTH ENGINES SURGING ON CLIMBOUT  PILOT STATED CTOT SWITCH IN THE OFF POSITION BUT SOMEHOW ACTIVATED ,1
CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT  THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE ,1
PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT  FAILED TO MAKE WALK AROUND PREFLIGHT ,1
ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL  SAFE AIRPORT LANDING  FUEL FACILITY INSPECTION INCONCLUSIVE ,1
HAD TO USE BOTH HANDS ON BALLOON VENT TO HOLD IT OPEN ON LANDING THEREFORE UNABLE TO CONTROL BURNER BURNED ENVELOPE,1
THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING  OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE ,1
PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED  RETURNED WITH OIL LEAKING FROM RIGHT ENGINE ,1
REPORTED A DOOR CAME OPEN AFTER TAKEOFF  MADE TIGHT CIRCLE TO LAND ON ANOTHER RUNWAY  HIT A TREE AND CRASHED ,1
PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR  RETURNED WHEN GEAR WOULD NOT RETRACT FULLY ,1
COLLIDED WITH THE TERRAIN AFTER TAKOFF  FOUND CONTROL LOCK WAS IN PLACE AT THE TIME OF THE ACCIDENT  BOLT USED ,1
SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS NOSE GEAR COLLAPSED OFF RUNWAY SIDE ,1
"ENGINE QUIT ON CLIMBOUT HIT A DITCH WHILE LANDING IN FIELD  WATER, DIRT IN FUEL NOZZLES  HAD SET 11 MONTHS INACTIVE",1
TAILWHEEL WAS NOT LOCKED FOR LANDING  AIRCRAFT GROUND LOOPED  PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE ,1
"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE  LOCAL OPERATOR IS BEING MONITORED ",1
ABORTED TAKEOFF WHEN THE DOOR CAME OPEN  PILOT MISJUDGED THE DISTANCE TO THE RUNWAY END  RAN OFF THE END ,1
TRIED TO TAKE OFF FROM SHIPS HELIPAD WITH A UNDETECTED REAR TIEDOWN STRAP STILL FASTENED  ROLLED OVER AND BURNED ,1
LIFTED TO HOVER UNAWARE HIDDEN TIE DOWN CHAINS STILL ATTACHED  ROLLED OVER AND CRASHED  TIE DOWNS WERE IMPROPER ,1
THE TAKEOFF WAS ABORTED WHEN THE PILOT HEARD A BANG  CREW ENTRANCE LADDER HAD COME LOOSE AND HIT THE DECK ,1
THE AIRCRAFT IMPACTED THE RUNWAY DURING GO AROUND  THE INSTRUCTOR RETRACTED THE FLAPS EARLY AFTER TAKING CONTROL ,1
PILOT DID NOT SET TRIM BEFORE TAKEOFF AND AIRCRAFT PITCHED NOSE UP AND STALLED DURING LIFTOFF ,1
GROUND LOOPED ON LANDING  TAILWHEEL WAS FOUND JAMMED FAR RIGHT ,1
ENGINE LACKED FULL POWER TO GO AROUND FROM LOW PASS  LOWER PLUGS WERE FOULED  PILOT IGNORED ROUGH MAGS ON TAKEOFF ,1
UNABLE TO CLIMB AFTER TAKEOFF DUE TO ICE ON THE AIRCRAFT  SETTLED INTO TREES ,1
"STARTED ENGINE WITH MAIN ROTORS TIEDOWN  BLADE SLIPPED OUT OF SOCK, STRUCK TAIL BOOM AND TURTLE BACK ",1
STRUCK TREE AND NOSED OVER DURING EMERGENCY LANDING DUE TO LACK OF ENGINE RESPONSE  PRIMER IN OPEN POSITION ,1
DURING PREFLIGHT PILOT FAILED TO ENSURE NOSE BAGGAGE DOOR WAS LOCKED  SUITCASE FELL FROM AIRCRAFT ON CLIMB ,1
NO AIRSPEED ON TAKEOFF ROLL  ABORTED BUT OVERRAN THE RUNWAY  COPILOT HAD NEGLECTED TO REMOVE PITOT STATIC COVERS ,1
A WING STRUCK CONSTRUCTION BARRICADES DURING THE LANDING ROLL  RUNWAY WAS OPENED WITHOUT CHECKING ON BARRIERS ,1
LOOSE GLOVE BOX RESTRICTED REAR MOVEMENT OF CONTROL WHEEL  HIT TREE AFTER LIFTOFF  SUBSEQUENTLY MADE HARD LANDING ,1
AIRCRAFT SANK IN BAY BECAUSE OF LEAKING FLOAT  TWO PASSENGERS DID NOT MAKE SHORE BECAUSE OF COLD WATER ,1
"STRONG GUSTY WINDS EXCEEDED MAX X WIND COMPONENT, LANDED LONG, GO AROUND, HIT TREE AND POLE  FLAPS, GEAR EXTENDED ",1
AIRCRAFT COLLIDED WITH TREES AND TERRAIN IN BOTTOM OF A CANYON  SUSPECT WATER IN FUEL SYSTEM CAUSE THE POWER LOSS ,1
"AIRCRAFT LOST POWER ON TAKEOFF, DITCHED IN OCEAN  AIRCRAFT HAD BEEN SERVICED WITH 7 GALLONS OF JET A FUEL ",1
STUDENT PILOT FAILED TO CONTROL AIRCRAFT DURING GO AROUND FROM A BOUNCED LANDING  FLAPS WERE RETRACTED EARLY ,1
"BRAKE FAILED WHEN APPLIED FOR TURN OFF RUNWAY RAN DOWN EMBANKMENT  BRAKE PAD BADLY WORN, LOST BRAKE FLUID ",1
"NOSE GEAR COLLAPSED ON ROLLOUT  TURN STOP ON STRUT COLLAR SHEARED, TRUNION SPREAD  PROBABLY FROM TOWING AIRCRAFT ",1
PART OF ENGINE COWLING SEPARATED DUE TO IMPROPER LATCHING  PILOT RETURNED TO AIRPORT FOR EMERGENCY LANDING ,1
RETURNED THINKING HYDRAULIC PUMP FOR NOSE GEAR FAILED  FOUND NOSE GEAR PIN HAD NOT BEEN REMOVED ,1
"ENGINE QUIT AFTER TAKEOFF  LANDED IN FIELD  2 QUARTS OF WATER IN LEFT FUEL TANK, WATER IN CARBURETOR, GASCOLATOR ",1
WHILE TAXIING LOST NOSEWHEEL STEERING AND BRAKES  STRUCK 2 AIRCRAFT AND FENCE  CIRCUIT BREAKER HYDRAULIC PUMP OPEN ,1
ENGINE COWLING NOT PROPERLY SECURED CAME LOOSE ON THE TAKEOFF ROLL  ABORTED AND OVERRAN THE RUNWAY CAUSING DAMAGE ,1
BOTH ENGINES LOST POWER AFTER TAKEOFF  LANDED GEAR UP IN FIELD AND FIRE ERUPTED  IMPROPERLY FUELED WITH JET FUEL ,1
NEGLECTED TO REMOVE HOMEMADE RIGHT CONTROL WHEEL LOCK DURING HASTY DEPARTURE  STALLED ON CLIMBOUT  BURNED ON IMPACT,1
STALLED DURING CLIMBOUT BUT RECOVERED AND LANDED  HAD NEGLECTED TO REMOVE A WEIGHTED TAIL TIEDOWN ,1
LOST RIGHT ENGINE COMPARTMENT DOOR IN FLIGHT  STRUCK TAIL ROTOR  LATCH MAY NOT HAVE BEEN SECURED ,1
THE AMPHIBIAM AIRCRAFT MADE A LAKE LANDING WITH THE WHEELS EXTENDED  THE AIRCRAFT NOSED OVER IN THE WATER ,1
OIL ON LEFT ENGINE COWL AND LOW OIL PRESSURE  AFTER LANDING FOUND OIL CAP NOT SECURED ,1
NOTIFIED BY OTHER AIRCRAFT NR 2 ENGINE COWLING WAS OPEN  ABORTED TAKEOFF  CENTER AND FORWARD LATCHES NOT LATCHED ,1
LOOSE FRONT SEAT BELT BLOCKED RUDDER DURING A PRACTICE SPIN  PILOT WAS UNABLE TO STOP SPIN PRIOR TO GROUND IMPACT ,1
ENGINE QUIT SHORTLY AFTER TAKEOFF CAUSING AN OFF AIRPORT LANDING  FUEL SELECTOR ON A NEAR EMPTY TANK ,1
ENGINE FAILED DUE TO WATER IN FUEL SYSTEM  AIRCRAFT OUT OF ANNUAL  USING AUTO FUEL WITHOUT SUPPLEMENTAL ,1
"PILOTS SEAT SLID BACK ON TAKEOFF ROLL  AIRCRAFT LEFT SIDE OF RUNWAY, HIT DITCH, NOSED OVER  SEAT LOCK OKAY ",1
DURING TAXI PILOTS SEAT SKID REARWARD  STRUCK 6650L AND 6530M  WRONG SEAT BACK WITH WRONG LOCKING MECHANISM ,1
PILOT NEGLECTED TO CHECK IF SEAT WAS LOCKED IN TRACK  SEAT SLID BACK ON TAKEOFF ROLL  AIRCRAFT LEFT THE RUNWAY ,1
DOOR CAME OFF DURING CLIMB TO CRUISE  APPARENTLY DOOR WAS NOT PROPERLY LATCHED  NO INDICATION OF PROBLEM WITH DOOR ,1
FAILED TO REMOVE WOODEN AILERON GUST LOCKS PRIOR TO TAKEOFF  WAS ABLE TO CIRCLE AND LAND USING THE RUDDER ,1
ATTEMPTED GO AROUND WITH CARB HEAT ON AND FLAPS DOWN  TWO CYLINDERS HAD LOW COMPRESSION  STRUCK TREE AND GROUND ,1
ENGINE QUIT ON CLIMBOUT  UNABLE TO REACH AIRPORT STALLED DURING FORCED LANDING  FOUND WATER IN THE FUEL ,1
UNEVEN FUEL BURN DUE TO MUD DAUBER BLOCKAGE IN FUEL VENT  ENGINE QUIT  AIRCRAFT NOSED OVER IN OPEN FIELD ,1
UNABLE TO GLIDE TO AIRPORT AFTER ENGINE QUIT  FUEL EXHAUSTION  FUEL STRAINER DRAIN VALVE FOUND TO BE HALF OPEN ,1
CRASH OCCURRED DURING FORCED LANDING AFTER ENGINE FAILURE DURING TAKEOFF  AIRCRAFT HAD NOT HAD ANNUAL INSPECTION ,1
"PILOT LEFT FUEL STRAINER VALVE IN THE OPEN POSITION  FUEL STARVATION, BOTH ENGINES QUIT, EMERGENCY LANDING ",1
"AUTOPILOT INADVERTENTLY LEFT ON  COULD NOT ROTATE, ABORTED TAKEOFF, SLID OFF END OF ICY RUNWAY, HIT TREE, GROUND ",1
PILOT ELECTED TO LAND ON DIRT ROAD AFTER FUEL EXHAUSTION    NO INJURIES OR DAMAGE ,1
EMERGENCY LANDING AFTER POWER LOSS DURING TAKEOFF  FUEL PRIMER FOUND SLIGHTLY PULLED OUT  WATER FOUND IN FUEL ,1
LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK RAN OFF THE RUNWAY AND OVERTURNED ,1
AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G  PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS ,1
TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS  DOUBLE FLAMEOUT AND RESTARTS ,1
LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED  GEAR MOTOR CIRCUIT BREAKER POPPED  MANUAL GEAR RELEASE UNENGAGED,1
BATTERY TOO LOW TO EXCITE ALTERNATORS UNABLE TO UNSTOW MANUAL EXTENSION HANDLE  LANDED GEAR UP BESIDE RUNWAY ,1
"RETURNING WITH OPEN NOSE BAGGAGE DOOR, LEFT PROP FEATHERED, GEAR DOWN  BANKED LEFT AND NOSED INTO TREES AND GROUND ",1
NOSE WHEEL FELL INTO UNCOVERED MANHOLE DURING TAXI  MANHOLE COVER NEARBY  DAMAGE TO NOSE GEAR DOORS AND SKIN ,1
OIL TEMPERATURE REACHED RED LINE AND DURING TURN BACK TO AIRPORT ENGINE SEIZED  LANDED IN TREES  OIL STARVATION ,1
AIRCRAFT MUSHED DURING TAKEOFF WITH FULL FLAPS  ABORTED AS WING DROPPED  CONTACTED GRASS AND SLID INTO DEEP MUD ,1
"HARD LANDING ON BEACH AFTER POWER LOSS  WATER FOUND IN FUEL FILTER, FUEL PUMP AND REFUELING DRUM ",1
DURING TAKEOFF FROM SNOW COVERED AREA CUFF OF JACKET INADVERTANTLY SHUT OFF BOTH TOGGLE SWITCH MAGS  HIT SMALL TREE,1
DURING CLIMB OBSERVED DOOR AJAR LIGHT  DOOR CAME OPEN AS PILOT APPROACHED  CLOSED DOOR IN FLIGHT  NO MALFUNCTION ,1
WING STRUCK SMALL TREE DURING LANDING AFTER ENGINE QUIT  WATER FOUND IN FUEL LINES AND TANK ,1
PILOT WAS DESCENDING TO LOWER ALTITUDE DUE TO ICING  LOST CONTROL  ALTIMETER NOT IFR CERTIFIED  ICING FORECAST ,1
LEFT FORWARD BAGGAGE DOOR REPORTED OPEN IN FLIGHT  RETURNED TO LAND  DOOR LATCH FOUND TO BE UNDAMAGED ,1
LOUD NOISE WITH GEAR RETRACTION  UNABLE TO EXTEND  SHIMMY DAMPER ROD END BROKE  GROUND TUG EXCEEDED NOSE TURN LIMIT,1
LOST CONTROL AND GROUND LOOPED ON INITIAL TAKEOFF ROLL  TAIL WHEEL NOT LOCKED AND HAD QUARTERING TAILWIND ,1
ON TAKEOFF PILOT NOTICED OIL ON WINDSHIELD  RETURNED FOR LANDING  OIL FILLER CAP WAS NOT PROPERLY SEATED ,1
LOSS OF POWER ON TAKEOFF  AIRCRAFT TURNED OVER IN SNOW COVERED FIELD  MOISTURE FOUND IN FUEL SYSTEM ,1
"GROUND PERSONNEL POSITIONED LARGE FIRE EXTINGUISHER NEAR AIRCRAFT  STRUCK EXTINGUISHER, DAMAGE TO BOTH PROPELLERS ",1
AFTER LANDING RIGHT PROPELLER REVERSE INEFFECTIVE  UNDERSPEED GOVERNOR LINKAGE DISCONNECTED ,1
LOST POWER LANDED SHORT OF RUNWAY AND FLIPPED OVER  WATER IN FUEL SYSTEM AND CARBURETOR ,1
"TRIED TAKEOFF, NO CLEARANCE WITH CONTROL ZONE IFR  WOULD NOT FLY  WATER IN FLOATS  ABORTED, HIT BRIDGE PILING, SANK",1
PILOT DID NOT PERFORM PROPER PREFLIGHT INSPECTION  POWER LOSS IN LEFT ENGINE  FOUND WATER IN FUEL SYSTEM ,1
ENGINE COWLING CAME LOOSE ON INBOARD SIDE  NORMAL LANDING MADE  COWLING FASTNERS WERE UNLOCKED ,1
"ENGINE QUIT ON APPROACH  FUEL HAD BEEN SIPHONING FROM FUEL TANK VENT  VENT HAD BEEN CUT OFF, FUEL STAIN ON WING ",1
"ENGINE QUIT AFTER TAKEOFF, CARBURETOR ICE SUSPECTED  FUEL LEAK IGNORED BY PLILOT  AIRCRAFT BURNED AFTER IMPACT ",1
ENGINE QUIT ON TAKEOFF LANDED IN FIELD  WRINKLES IN FUEL BLADDERS  MILKY SUBSTANCE IN CARB BOWL AND FUEL SCREEN ,1
OPEN CREW DOOR SEPARATED FROM AIRCRAFT DUE TO JET BLAST FROM ANOTHER AIRCRAFT ,1
WHILE DEADHEADING TO BASE REAR CARGO DOOR CAME OPEN ,1
LANDED IMMEDIATELY AFTER TAKEOFF ON SAME RUNWAY  OVER ONE PINT OF WATER WAS IN TANKS AND SYSTEM ,1
AFTER STARTING ENGINE AN EXPLOSION OCCURRED FOLLOWED BY FIRE  AD 721101 HAD NOT BEEN COMPLIED WITH ,1
"DID NOT SET IN ALTIMETER SETTING, READ 300 FEET HIGH  LOW AT MINIMUM DESCENT ALTITUDE, IMPACTED TREES ",1
"AFTER TAKEOFF, PILOT HAD FLUCTUATING OIL PRESSURE  RETURNED TO AIRPORT  FOUND ENGINE OIL LOW  SERVICED, CHECKED OK ",1
ENGINE LOST POWER DURING CLIMB  LANDED ON ROAD  WATER FOUND IN FUEL TANKS ,1
"NOTAM SAID 50 FT WIDTH SNOW CLEARED  AREA CLEARED WAS 30 FT WITH CURVE  WHEEL STRUCK SNOWBANK, ENGINES INTO SNOW ",1
"ENGINE QUIT AFTER TAKEOFF  HIT TREE, POWERLINES, GROUND  FUEL LINE TO CARBURETOR FULL OF WATER ",1
"ENGINE QUIT, RESTART SEVERAL TIMES WITH PARTIAL POWER  SAFE LANDING  WATER IN TANKS  LOW FUEL  STC FOR AUTO GAS ",1
"ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR  CUT HYDRAULIC LINE ",1
ENGINE QUIT ON TAKEOFF DUE TO SELECTED TANK GOING DRY  FAILED TO RESTART ON OTHER  LEAKING FUEL LINE DEPLETED FUEL ,1
"LEFT WHEEL SITTING IN DEPRESSION DURING SUMP DRAINAGE  DURING FLIGHT, WATER MIGRATED INTO FUEL SYSTEM  ENGINE QUIT ",1
FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE ,1
PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT  BRAKES LOCKED ON LANDING  AIRCRAFT NOSED OVER ,1
AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF ,1
CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION  MADE PRECAUTIONARY LANDING  TOWBAR HAD BEEN LEFT IN NOSE WHEEL ,1
GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED  FOULED TAIL ROTOR  CAUSED A CRASH ,1
LOADED PALLET SHIFTED REARWARD ON TAKEOFF ROLL  AIRCRAFT NOSED UP  FLIGHT WAS ABORTED OFF RUNWAY  LOCKS NOT SECURED,1
LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF  HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT ,1
ENGINE QUIT AT 300 FT ON TAKEOFF  STRUCK A TRACTOR LANDINGON NEARBY AG STRIP  WATER IN BLADDER FUEL TANK WRINKLES ,1
LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL  ABORTED BUT UNABLE TO STOP ON WET SLUSH  RAN OFF END OF RUNWAY ,1
HAD CYCLIC CONTROL PROBLEMS  FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL ,1
ENGINE QUIT WHILE APPROACHING AIRPORT  LANDED SHORT IN MUD AND FLIPPED OVER  MUD DAUBERS HAD BLOCKED FUEL VENTS ,1
STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED  ARICRAFT STALLED AFTER LIFT OFF ,1
AIRCRAFT SETTLED BACK INTO GROUND DURING TAKEOFF  INDICATIONS ARE THAT FLAPS WERE RAISED TOO SOON AFTER LIFTOFF ,1
LOUD BANG NEAR ENGINE  ABORTED TAKE OFF  NOSE BAGGAGE DOORLOCKED BUT OPEN  BRACKET THAT HOLDS DOOR WAS BROKEN ,1
HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH  FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN ,1
PARTIAL POWERPLANT FAILURE  LANDED IN A PASTURE  FOUND EXCESSIVE WATER IN FUEL SYSTEM ,1
PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY  GEAR GOT CAUGHT  BOLTS ATTACHING GEAR TO WING SHEARED OFF ,1
AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF  RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION ,1
ALTITUDE PRESELECT IMPROPERLY SET BEFORE TAKEOFF  LEVELED OFF TOO LOW  DESCENDED SLIGHTLY AND IMPACTED TREES ,1
TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR  JAMMED THE NOSE GEAR DOOR  LANDED WITH NOSE GEAR UP ,1
USED SEAT BELT TO HOLD CONTROL STICK BACK  FORGOT TO RELEASE  STALLED ON TAKEOFF  FELL BACK TO RUNWAY ,1
SMOKE IN COCKPIT  MADE HARD LANDING DUE TO ANXIETY TO RETURN  DAMAGED PROP AND WING TIP  BIRDS NEST ON CYLINDERS ,1
PILOTS SEAT SLID BACK ON TAKEOFF  CONTROL WAS LOST  VEERED OFF RUNWAY INTO A POND  SEAT NOT FASTENED PRIOR TAKEOFF ,1
PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY  DOOR CAME OPEN ON TAKEOFF ,1
TOOK OFF AFTER AN OIL LEAK WAS CORRECTED  ENGINE SIEZED FOR LACK OF OIL  NO OTHER OIL LEAKS FOUND ,1
RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS  FAILED TO CHECK FUEL LOAD ,1
